topics, num_imgs, num_hrefs, kw_avg_avg, data_channel_is_tech, data_channel_is_other, shares
World,16.0,38.0,3830.77475414,0.0,0.0,972
Social Media,1.0,8.0,2390.58010471,0.0,0.0,4500
World,1.0,18.0,1915.17507096,0.0,0.0,599
World,1.0,12.0,2269.28915008,0.0,0.0,573
Other,22.0,23.0,4688.01908727,0.0,1.0,6500
World,11.0,26.0,2610.73936061,0.0,0.0,678
World,1.0,3.0,2463.52213759,0.0,0.0,920
Technology,1.0,3.0,2395.41531816,1.0,0.0,1400
Other,0.0,5.0,4437.63867344,0.0,1.0,960
Lifestyle,1.0,7.0,2915.74918607,0.0,0.0,706
Entertainment,4.0,19.0,3358.01534444,0.0,0.0,4600
Other,10.0,23.0,5062.84592376,0.0,1.0,19300
Business,1.0,7.0,1961.18463013,0.0,0.0,662
Entertainment,1.0,97.0,3039.81982108,0.0,0.0,694
Technology,1.0,12.0,2375.13309598,1.0,0.0,976
Business,1.0,12.0,2638.68369576,0.0,0.0,615
Technology,11.0,22.0,2000.7616407,1.0,0.0,14900
World,1.0,7.0,2540.36233534,0.0,0.0,4600
Technology,11.0,22.0,3442.46935842,1.0,0.0,1400
Social Media,1.0,22.0,3885.76684764,0.0,0.0,3600
World,1.0,35.0,2345.07452302,0.0,0.0,1800
Social Media,0.0,4.0,2974.28469242,0.0,0.0,806
Other,18.0,21.0,4943.92101605,0.0,1.0,3200
Entertainment,1.0,11.0,5331.25484558,0.0,0.0,1200
Technology,1.0,4.0,2868.54473739,1.0,0.0,2600
Technology,7.0,17.0,1519.69753832,1.0,0.0,1500
Business,0.0,28.0,5200.87664785,0.0,0.0,1
Other,0.0,1.0,3920.00148853,0.0,1.0,180600
Other,0.0,8.0,4367.71469702,0.0,1.0,601
Entertainment,8.0,31.0,2501.97456015,0.0,0.0,622
Business,0.0,7.0,10779.2901806,0.0,0.0,1100
Other,13.0,27.0,5123.99361479,0.0,1.0,6000
Technology,11.0,23.0,3195.14855316,1.0,0.0,2700
Technology,1.0,6.0,2250.53685792,1.0,0.0,2900
Other,0.0,8.0,4957.77869211,0.0,1.0,4000
Social Media,1.0,43.0,2986.84598813,0.0,0.0,1400
Entertainment,5.0,10.0,4224.26288858,0.0,0.0,891
World,1.0,11.0,3073.58789802,0.0,0.0,553
Technology,0.0,8.0,3049.31696555,1.0,0.0,3700
World,1.0,9.0,2345.6917351,0.0,0.0,1300
Entertainment,13.0,28.0,3724.31494813,0.0,0.0,623
World,1.0,4.0,2113.68278073,0.0,0.0,536
Business,0.0,28.0,3977.16693378,0.0,0.0,1100
Entertainment,26.0,31.0,3157.71751959,0.0,0.0,783
Business,1.0,8.0,4701.06485882,0.0,0.0,781
World,1.0,10.0,2371.78337596,0.0,0.0,965
Business,1.0,8.0,1934.23471485,0.0,0.0,695
Business,1.0,8.0,3453.58232282,0.0,0.0,867
Entertainment,15.0,20.0,4081.68588514,0.0,0.0,1400
Business,0.0,31.0,3446.85531436,0.0,0.0,857
Entertainment,1.0,11.0,2788.99390641,0.0,0.0,757
Social Media,1.0,5.0,2470.92171592,0.0,0.0,1700
Social Media,1.0,6.0,3521.42849469,0.0,0.0,4600
Other,15.0,18.0,5433.12301608,0.0,1.0,2000
Entertainment,14.0,21.0,2654.17589649,0.0,0.0,979
Other,0.0,8.0,4425.45530392,0.0,1.0,5800
Business,1.0,18.0,3005.39412538,0.0,0.0,5400
Business,0.0,2.0,3278.22929179,0.0,0.0,5500
Social Media,1.0,11.0,3689.26471617,0.0,0.0,1100
World,1.0,7.0,3465.84293231,0.0,0.0,30900
Business,1.0,20.0,8951.10649866,0.0,0.0,2300
Entertainment,10.0,21.0,1486.89952367,0.0,0.0,448
Social Media,1.0,1.0,2754.58684773,0.0,0.0,1300
Entertainment,13.0,16.0,2260.44553048,0.0,0.0,2700
World,1.0,13.0,2249.729787,0.0,0.0,583
Business,1.0,8.0,2288.88231319,0.0,0.0,2000
Technology,1.0,7.0,3198.55064419,1.0,0.0,926
Entertainment,1.0,5.0,3786.33041429,0.0,0.0,690
Lifestyle,1.0,5.0,3339.74146979,0.0,0.0,54900
World,19.0,3.0,2427.51248707,0.0,0.0,847
World,0.0,6.0,2277.8593512,0.0,0.0,978
World,1.0,9.0,2688.14534192,0.0,0.0,11800
Business,1.0,3.0,2765.53313871,0.0,0.0,655
World,1.0,4.0,3165.50561065,0.0,0.0,1600
World,19.0,15.0,2676.14930191,0.0,0.0,44700
World,16.0,25.0,3344.60349101,0.0,0.0,45800
World,33.0,7.0,2139.79844219,0.0,0.0,1600
Technology,1.0,7.0,2939.39643592,1.0,0.0,1800
Technology,0.0,7.0,4264.18553569,1.0,0.0,989
Business,0.0,3.0,15501.1189591,0.0,0.0,8000
Social Media,1.0,7.0,2628.81694225,0.0,0.0,1300
World,1.0,5.0,2208.35874154,0.0,0.0,1000
Business,0.0,3.0,3685.23707168,0.0,0.0,2500
World,1.0,9.0,3274.51939913,0.0,0.0,510
Technology,5.0,17.0,3210.86687752,1.0,0.0,12000
Lifestyle,0.0,13.0,3571.37899507,0.0,0.0,872
Technology,1.0,13.0,2218.68730091,1.0,0.0,1300
Technology,1.0,3.0,2417.51204879,1.0,0.0,2000
Other,0.0,5.0,5053.71898514,0.0,1.0,1200
Technology,8.0,17.0,3750.75694606,1.0,0.0,6500
Lifestyle,1.0,9.0,2845.27989182,0.0,0.0,3800
Entertainment,0.0,6.0,4877.73327745,0.0,0.0,1000
Social Media,1.0,5.0,2439.70749949,0.0,0.0,5400
Business,1.0,4.0,2762.79579245,0.0,0.0,990
Other,9.0,18.0,5574.4703295,0.0,1.0,1100
Entertainment,21.0,63.0,2244.52342628,0.0,0.0,559
Other,17.0,17.0,4014.07335315,0.0,1.0,983
Other,16.0,23.0,5725.22338282,0.0,1.0,9600
Other,30.0,36.0,4213.44146638,0.0,1.0,9500
Technology,12.0,57.0,6613.67383643,1.0,0.0,4600
World,14.0,34.0,2403.9853256,0.0,0.0,789
Entertainment,0.0,5.0,3429.00010529,0.0,0.0,5700
Entertainment,15.0,23.0,3754.40399735,0.0,0.0,1400
Business,1.0,8.0,2122.21810942,0.0,0.0,607
Other,17.0,18.0,5662.50503971,0.0,1.0,625
Other,17.0,22.0,4809.55059167,0.0,1.0,667
Lifestyle,0.0,4.0,3333.16099988,0.0,0.0,2200
Other,9.0,20.0,4039.25441841,0.0,1.0,1000
Entertainment,0.0,19.0,3608.77515226,0.0,0.0,820
Entertainment,0.0,6.0,2997.84035889,0.0,0.0,20000
Lifestyle,1.0,10.0,3253.2760616,0.0,0.0,6600
Entertainment,9.0,16.0,3526.4492866,0.0,0.0,739
World,1.0,8.0,2234.0699516,0.0,0.0,931
Other,11.0,15.0,3577.73068589,0.0,1.0,37200
Business,1.0,4.0,3489.24428389,0.0,0.0,1300
Other,1.0,41.0,4792.70508538,0.0,1.0,928
World,1.0,9.0,1822.32460508,0.0,0.0,713
Entertainment,0.0,6.0,2625.30695706,0.0,0.0,816
Other,8.0,9.0,4241.73365061,0.0,1.0,1200
Entertainment,0.0,5.0,4124.76598045,0.0,0.0,947
Other,11.0,16.0,4553.03265043,0.0,1.0,1600
Business,0.0,2.0,7044.43632891,0.0,0.0,1100
Social Media,10.0,26.0,3002.57865509,0.0,0.0,2600
Technology,1.0,4.0,2883.85786495,1.0,0.0,2400
World,1.0,1.0,2414.22378326,0.0,0.0,875
Technology,1.0,10.0,3013.55800763,1.0,0.0,1500
World,1.0,10.0,3302.09940245,0.0,0.0,822
Entertainment,1.0,8.0,2708.03196872,0.0,0.0,1100
Technology,12.0,5.0,2251.23482016,1.0,0.0,1200
Entertainment,12.0,19.0,4594.58054041,0.0,0.0,857
Entertainment,0.0,5.0,3511.75529655,0.0,0.0,24200
Lifestyle,25.0,26.0,4798.34397689,0.0,0.0,3000
Technology,1.0,4.0,2886.27094444,1.0,0.0,1500
Entertainment,1.0,8.0,4668.96979387,0.0,0.0,613
Entertainment,1.0,12.0,3110.34161721,0.0,0.0,1100
Entertainment,0.0,49.0,4190.96923523,0.0,0.0,6300
Other,6.0,13.0,4848.71544035,0.0,1.0,1900
Other,7.0,28.0,4802.7384402,0.0,1.0,3500
Business,1.0,3.0,3214.09369466,0.0,0.0,7900
Business,1.0,13.0,3644.4988552,0.0,0.0,9000
World,1.0,3.0,2541.39950962,0.0,0.0,637
World,19.0,5.0,3270.50235864,0.0,0.0,961
Social Media,1.0,15.0,3452.04340638,0.0,0.0,1700
World,50.0,48.0,2139.0015175,0.0,0.0,6500
Technology,1.0,5.0,2756.07977003,1.0,0.0,1100
World,0.0,3.0,2436.0374116,0.0,0.0,4800
Entertainment,5.0,11.0,2833.60305545,0.0,0.0,885
Business,1.0,9.0,1737.41612321,0.0,0.0,990
Business,0.0,23.0,4191.91366603,0.0,0.0,4200
Entertainment,1.0,9.0,2743.6482426,0.0,0.0,11400
Technology,1.0,6.0,3002.51901244,1.0,0.0,1400
Business,1.0,6.0,2556.30918653,0.0,0.0,718
Lifestyle,1.0,5.0,3916.51485797,0.0,0.0,856
Business,1.0,64.0,3457.05699319,0.0,0.0,1200
Entertainment,5.0,11.0,3086.09629367,0.0,0.0,968
World,1.0,6.0,2371.70794119,0.0,0.0,4700
Business,1.0,4.0,3726.09102842,0.0,0.0,1300
Technology,0.0,7.0,2376.41964053,1.0,0.0,744
Other,0.0,4.0,3427.12661929,0.0,1.0,679
World,1.0,10.0,3174.95381525,0.0,0.0,637
Social Media,1.0,16.0,4822.37939242,0.0,0.0,2200
World,1.0,8.0,3419.86885327,0.0,0.0,602
Business,1.0,3.0,2780.1249025,0.0,0.0,643
Social Media,16.0,23.0,4899.21611774,0.0,0.0,19500
Entertainment,21.0,27.0,2711.03576159,0.0,0.0,667
Business,1.0,13.0,5028.25404171,0.0,0.0,2800
Social Media,1.0,28.0,3835.76071111,0.0,0.0,1500
Business,1.0,4.0,3130.89131583,0.0,0.0,700
Entertainment,1.0,15.0,3908.61419379,0.0,0.0,446
Social Media,25.0,3.0,3914.56002407,0.0,0.0,7000
Business,1.0,5.0,2881.44310667,0.0,0.0,374
Business,0.0,5.0,2337.61881001,0.0,0.0,633
Other,9.0,4.0,5334.15805199,0.0,1.0,9300
Other,8.0,20.0,4476.52993645,0.0,1.0,1900
Technology,1.0,5.0,3074.93424243,1.0,0.0,1500
Entertainment,11.0,37.0,3584.26776179,0.0,0.0,5100
Business,1.0,8.0,2339.76178218,0.0,0.0,2400
Lifestyle,1.0,9.0,2566.53938161,0.0,0.0,1800
Business,1.0,8.0,2112.33070808,0.0,0.0,881
Business,0.0,2.0,2780.2881404,0.0,0.0,6400
Lifestyle,1.0,23.0,2138.01496481,0.0,0.0,960
Technology,1.0,4.0,2470.82850241,1.0,0.0,657
Other,6.0,13.0,4932.81105517,0.0,1.0,4700
Technology,1.0,5.0,2551.51131084,1.0,0.0,971
World,1.0,3.0,4092.10136188,0.0,0.0,915
Social Media,1.0,6.0,3016.99778212,0.0,0.0,655
Business,0.0,20.0,3609.89010591,0.0,0.0,758
Technology,10.0,6.0,3150.49496028,1.0,0.0,8200
Entertainment,14.0,23.0,2957.5090664,0.0,0.0,519
Technology,1.0,4.0,2968.56649439,1.0,0.0,853
Other,1.0,9.0,4194.38631596,0.0,1.0,1800
World,1.0,17.0,2478.26096803,0.0,0.0,1100
Entertainment,14.0,20.0,2640.53939252,0.0,0.0,819
World,0.0,6.0,3294.20946162,0.0,0.0,15000
Social Media,9.0,9.0,2802.79329033,0.0,0.0,962
Business,10.0,7.0,3656.76650392,0.0,0.0,1500
Technology,12.0,9.0,2769.00980857,1.0,0.0,3300
Social Media,10.0,11.0,3453.77099229,0.0,0.0,5400
Social Media,1.0,8.0,2787.31416291,0.0,0.0,2800
Other,0.0,5.0,4662.25679201,0.0,1.0,1300
World,1.0,13.0,2171.81552574,0.0,0.0,764
Technology,1.0,5.0,3066.61654193,1.0,0.0,1500
Entertainment,1.0,10.0,3158.49946101,0.0,0.0,566
Business,1.0,2.0,2265.83396886,0.0,0.0,1000
Other,0.0,7.0,4829.91624903,0.0,1.0,72900
Business,0.0,10.0,4055.97839857,0.0,0.0,617
World,11.0,15.0,2618.75986225,0.0,0.0,1500
Other,10.0,13.0,5092.20799157,0.0,1.0,15900
World,1.0,3.0,2768.49103021,0.0,0.0,664
Entertainment,0.0,6.0,3280.6389081,0.0,0.0,3100
World,0.0,6.0,2930.05409476,0.0,0.0,578
Business,1.0,17.0,5601.53475032,0.0,0.0,2200
Other,0.0,48.0,3801.14555235,0.0,1.0,526
Other,0.0,4.0,3800.19719416,0.0,1.0,2500
Social Media,1.0,71.0,3774.3155159,0.0,0.0,2400
Social Media,1.0,10.0,3005.83162345,0.0,0.0,2000
Business,1.0,6.0,2288.72172055,0.0,0.0,538
Lifestyle,1.0,11.0,3535.51220147,0.0,0.0,1100
Business,0.0,2.0,7818.56019177,0.0,0.0,2700
Entertainment,13.0,15.0,2299.32384373,0.0,0.0,819
Other,10.0,17.0,4821.42514883,0.0,1.0,451
Business,1.0,17.0,4065.02477081,0.0,0.0,2300
Technology,1.0,4.0,2645.1425566,1.0,0.0,817
Business,1.0,13.0,2734.22872516,0.0,0.0,2600
Social Media,1.0,10.0,4010.89657485,0.0,0.0,1700
Other,15.0,26.0,5384.9823957,0.0,1.0,1100
Technology,10.0,45.0,3557.07203374,1.0,0.0,2500
Business,1.0,2.0,2165.71239035,0.0,0.0,1400
Social Media,1.0,56.0,2102.30208807,0.0,0.0,1900
Social Media,1.0,8.0,3305.62035911,0.0,0.0,4000
Social Media,1.0,28.0,4252.38875852,0.0,0.0,1600
Technology,1.0,10.0,1898.88259748,1.0,0.0,1400
Entertainment,1.0,33.0,3559.57662062,0.0,0.0,2900
Social Media,10.0,15.0,2499.80699992,0.0,0.0,2100
World,1.0,18.0,2695.51848112,0.0,0.0,928
Other,16.0,23.0,5267.25422476,0.0,1.0,1200
Entertainment,0.0,5.0,4340.96290859,0.0,0.0,14700
Technology,0.0,10.0,2723.20962591,1.0,0.0,1000
Social Media,1.0,13.0,3629.71328033,0.0,0.0,1000
Entertainment,1.0,35.0,3177.54976423,0.0,0.0,2600
Entertainment,1.0,30.0,3039.05407845,0.0,0.0,9200
Business,1.0,2.0,2121.01060892,0.0,0.0,554
World,9.0,29.0,2557.87501734,0.0,0.0,7400
Business,1.0,2.0,2684.05344201,0.0,0.0,1400
Other,18.0,29.0,3287.68461592,0.0,1.0,542
Social Media,9.0,3.0,6151.85805008,0.0,0.0,32000
Lifestyle,1.0,16.0,2141.69346734,0.0,0.0,847
Business,0.0,2.0,5377.34868299,0.0,0.0,2300
World,1.0,11.0,2598.9379056,0.0,0.0,4300
World,1.0,21.0,2417.346381,0.0,0.0,24200
Technology,1.0,6.0,2125.99018388,1.0,0.0,1300
Technology,0.0,3.0,2458.0892629,1.0,0.0,3300
Entertainment,1.0,8.0,3165.04620262,0.0,0.0,1100
Entertainment,4.0,13.0,2675.11996686,0.0,0.0,12100
Business,1.0,3.0,4893.91080578,0.0,0.0,674
Entertainment,1.0,8.0,5646.21928289,0.0,0.0,2400
Social Media,1.0,6.0,2640.51081064,0.0,0.0,2100
Business,1.0,2.0,4448.63975141,0.0,0.0,833
Entertainment,0.0,22.0,3497.23340216,0.0,0.0,1800
World,1.0,8.0,2401.8757141,0.0,0.0,1000
Business,0.0,6.0,37607.521654,0.0,0.0,3000
World,1.0,15.0,2392.10285806,0.0,0.0,1500
Other,20.0,48.0,5057.64872731,0.0,1.0,1100
Entertainment,1.0,26.0,3072.31764434,0.0,0.0,2500
Other,0.0,7.0,6130.78589002,0.0,1.0,1100
Social Media,1.0,6.0,2914.38966931,0.0,0.0,750
Social Media,1.0,6.0,3462.86652087,0.0,0.0,834
Technology,1.0,6.0,2532.34349528,1.0,0.0,1000
Entertainment,1.0,45.0,4177.03626444,0.0,0.0,1300
Lifestyle,8.0,57.0,4891.34211591,0.0,0.0,896
World,1.0,8.0,5637.04897753,0.0,0.0,913
Other,0.0,4.0,4113.81584939,0.0,1.0,1400
World,0.0,11.0,2701.83367192,0.0,0.0,15600
Entertainment,1.0,6.0,2398.44968169,0.0,0.0,2300
World,1.0,8.0,2345.61403854,0.0,0.0,1400
World,1.0,12.0,2259.77871076,0.0,0.0,514
Business,1.0,5.0,2381.28908865,0.0,0.0,1400
Technology,11.0,9.0,2438.05573397,1.0,0.0,1100
Technology,1.0,4.0,3127.21385634,1.0,0.0,1500
Business,10.0,4.0,2735.02873582,0.0,0.0,861
World,0.0,3.0,2094.51705801,0.0,0.0,811
Other,20.0,23.0,3502.61425036,0.0,1.0,873
World,30.0,37.0,3065.97505624,0.0,0.0,111300
Technology,1.0,9.0,2164.88447101,1.0,0.0,1700
Business,1.0,4.0,2207.79465867,0.0,0.0,513
Other,18.0,23.0,8522.70247376,0.0,1.0,1300
Business,1.0,21.0,3723.94679896,0.0,0.0,1700
Social Media,0.0,6.0,3210.29196707,0.0,0.0,1400
Business,1.0,8.0,2234.91442436,0.0,0.0,935
Other,6.0,13.0,4071.98985571,0.0,1.0,4700
Social Media,1.0,18.0,3690.53938841,0.0,0.0,2000
Other,33.0,2.0,6352.31942832,0.0,1.0,1000
Technology,1.0,13.0,3639.28574541,1.0,0.0,1800
Other,12.0,26.0,5310.21189053,0.0,1.0,1100
Other,0.0,30.0,4002.44530152,0.0,1.0,1100
World,0.0,4.0,2481.06693205,0.0,0.0,1400
Lifestyle,1.0,11.0,2587.00577247,0.0,0.0,1400
Other,20.0,0.0,3675.41367021,0.0,1.0,2500
Technology,10.0,32.0,2717.90057281,1.0,0.0,8200
Other,20.0,5.0,4517.04247133,0.0,1.0,11700
Business,1.0,11.0,3511.79689234,0.0,0.0,1400
Social Media,32.0,65.0,2116.022391,0.0,0.0,1300
Technology,1.0,5.0,3041.64853071,1.0,0.0,3100
Social Media,1.0,10.0,3146.09479109,0.0,0.0,15200
Other,17.0,19.0,5142.8358719,0.0,1.0,49000
World,9.0,18.0,2931.18969738,0.0,0.0,7700
Business,1.0,20.0,2631.15204873,0.0,0.0,2700
Social Media,7.0,12.0,5029.55666179,0.0,0.0,1800
World,16.0,38.0,2783.18807057,0.0,0.0,1600
Lifestyle,1.0,9.0,3994.54995671,0.0,0.0,2100
World,0.0,7.0,2390.88152616,0.0,0.0,1100
Business,1.0,10.0,3933.55745485,0.0,0.0,3000
Other,0.0,5.0,4538.10458626,0.0,1.0,768
Entertainment,21.0,50.0,3516.44020512,0.0,0.0,1800
Social Media,10.0,21.0,3618.47384988,0.0,0.0,3200
Other,0.0,10.0,4641.87922217,0.0,1.0,8100
Business,1.0,17.0,3683.28764136,0.0,0.0,1300
Other,10.0,12.0,5392.10201439,0.0,1.0,9900
World,1.0,10.0,2517.6537958,0.0,0.0,1600
Business,1.0,8.0,3277.3123263,0.0,0.0,746
World,0.0,7.0,2514.2464768,0.0,0.0,1300
Technology,1.0,30.0,3453.19326869,1.0,0.0,1300
Other,14.0,20.0,4496.00476976,0.0,1.0,1500
Business,1.0,18.0,3737.26955581,0.0,0.0,1100
Lifestyle,1.0,9.0,2598.94812994,0.0,0.0,1200
Technology,16.0,43.0,3552.08462356,1.0,0.0,4700
Other,7.0,11.0,3447.56184545,0.0,1.0,1200
Entertainment,25.0,29.0,3818.45961342,0.0,0.0,3700
Lifestyle,13.0,29.0,4910.82073356,0.0,0.0,1200
Technology,1.0,13.0,2370.74733554,1.0,0.0,2000
Technology,0.0,6.0,3312.06377186,1.0,0.0,1300
World,0.0,7.0,2586.55411603,0.0,0.0,1200
Entertainment,1.0,10.0,2535.95050824,0.0,0.0,1300
Lifestyle,11.0,22.0,3867.18643116,0.0,0.0,1600
Business,1.0,10.0,3727.98363762,0.0,0.0,1000
Business,1.0,8.0,8113.54871373,0.0,0.0,3900
Other,1.0,10.0,3310.17032792,0.0,1.0,14700
Other,1.0,3.0,4000.36768263,0.0,1.0,2400
Other,14.0,19.0,3416.18459017,0.0,1.0,868
Technology,11.0,30.0,3055.78405169,1.0,0.0,2000
Social Media,0.0,5.0,5797.21008097,0.0,0.0,1900
Lifestyle,20.0,45.0,3351.88427018,0.0,0.0,1000
Other,6.0,14.0,4357.345835,0.0,1.0,8800
World,1.0,12.0,2733.22946034,0.0,0.0,4700
Entertainment,1.0,5.0,3370.20805252,0.0,0.0,912
Business,0.0,2.0,3826.34294523,0.0,0.0,1700
Business,0.0,7.0,2512.53032613,0.0,0.0,728
Business,0.0,4.0,5544.72267898,0.0,0.0,1600
Entertainment,1.0,28.0,2821.79600441,0.0,0.0,3600
Entertainment,1.0,7.0,3136.20316919,0.0,0.0,5300
Entertainment,12.0,29.0,2251.00105822,0.0,0.0,10500
World,1.0,13.0,1815.08714357,0.0,0.0,597
Business,1.0,5.0,2097.98580261,0.0,0.0,4400
Other,50.0,49.0,5167.75298348,0.0,1.0,806
Other,14.0,18.0,5444.58290359,0.0,1.0,1900
Other,10.0,17.0,4186.31920717,0.0,1.0,1700
Business,1.0,3.0,1867.29827789,0.0,0.0,588
Other,14.0,39.0,6496.28157797,0.0,1.0,3800
Lifestyle,0.0,54.0,6812.96888429,0.0,0.0,932
Technology,0.0,9.0,2596.29210546,1.0,0.0,1200
World,0.0,9.0,3524.01412265,0.0,0.0,2400
World,1.0,12.0,2715.49094273,0.0,0.0,469
Business,1.0,8.0,2611.75841117,0.0,0.0,1900
Business,1.0,9.0,3748.54628064,0.0,0.0,647
Social Media,1.0,3.0,3350.34713867,0.0,0.0,6800
Social Media,1.0,5.0,2155.1530075,0.0,0.0,2100
Other,9.0,12.0,5458.90379495,0.0,1.0,104600
Entertainment,5.0,12.0,2238.21716933,0.0,0.0,9400
Business,1.0,14.0,3183.88197815,0.0,0.0,5800
Other,15.0,4.0,5702.59447988,0.0,1.0,710
Technology,1.0,8.0,2009.95089151,1.0,0.0,3000
Other,0.0,5.0,3513.64389934,0.0,1.0,1900
Technology,11.0,6.0,3197.86313611,1.0,0.0,1200
Technology,6.0,5.0,3821.8342544,1.0,0.0,2600
Lifestyle,8.0,14.0,4426.9987515,0.0,0.0,1300
World,1.0,7.0,1997.82938587,0.0,0.0,989
Technology,1.0,25.0,3396.76717351,1.0,0.0,38900
Technology,0.0,9.0,2075.88823855,1.0,0.0,3700
Technology,14.0,36.0,3293.73858213,1.0,0.0,15100
Business,1.0,31.0,3749.1321826,0.0,0.0,1000
Entertainment,0.0,6.0,3401.41294329,0.0,0.0,1200
Entertainment,1.0,9.0,3634.76090906,0.0,0.0,705
Technology,1.0,6.0,2329.7994414,1.0,0.0,939
World,1.0,25.0,2860.27095275,0.0,0.0,1900
World,1.0,9.0,2056.96757814,0.0,0.0,983
World,1.0,6.0,2042.89917245,0.0,0.0,1300
Technology,1.0,9.0,2441.35902882,1.0,0.0,863
Business,1.0,7.0,2320.20811089,0.0,0.0,917
Technology,1.0,7.0,1705.3758568,1.0,0.0,9100
Lifestyle,11.0,16.0,2831.73071507,0.0,0.0,669
Technology,0.0,4.0,3029.87023634,1.0,0.0,1600
Social Media,1.0,12.0,3370.61631522,0.0,0.0,11000
Entertainment,10.0,17.0,5772.45015641,0.0,0.0,873
Technology,1.0,4.0,1870.07952023,1.0,0.0,1000
Other,15.0,12.0,3447.55961065,0.0,1.0,643
Entertainment,12.0,47.0,3325.87744825,0.0,0.0,936
Business,1.0,33.0,3169.00379158,0.0,0.0,13800
Lifestyle,1.0,10.0,3894.43199634,0.0,0.0,2900
Business,1.0,4.0,3707.59923832,0.0,0.0,1400
Business,1.0,2.0,2885.52356945,0.0,0.0,860
Entertainment,1.0,7.0,5185.07888766,0.0,0.0,935
World,1.0,13.0,3294.37610364,0.0,0.0,3400
Business,1.0,5.0,2354.50240214,0.0,0.0,725
Other,11.0,15.0,5162.20545537,0.0,1.0,4200
Entertainment,1.0,21.0,2207.13072455,0.0,0.0,861
Business,17.0,31.0,3180.97293231,0.0,0.0,22200
Technology,1.0,4.0,2348.79553231,1.0,0.0,1200
Business,1.0,7.0,3727.15814524,0.0,0.0,1900
World,1.0,9.0,3306.39871407,0.0,0.0,3400
World,1.0,13.0,2999.18811132,0.0,0.0,1100
Social Media,1.0,12.0,3043.06974816,0.0,0.0,1800
Entertainment,1.0,8.0,2813.04487996,0.0,0.0,823
Business,15.0,23.0,4720.13477101,0.0,0.0,1700
World,1.0,7.0,2309.20916274,0.0,0.0,29300
Business,0.0,4.0,4766.99925192,0.0,0.0,806
Entertainment,1.0,9.0,3106.85816599,0.0,0.0,1200
Business,0.0,5.0,2878.46225399,0.0,0.0,808
Business,1.0,4.0,3508.86292856,0.0,0.0,767
Technology,21.0,26.0,3039.46707452,1.0,0.0,7600
Social Media,0.0,5.0,3798.69121881,0.0,0.0,3500
Business,1.0,5.0,4013.41199403,0.0,0.0,4900
Business,1.0,11.0,3342.34450946,0.0,0.0,1900
Other,17.0,25.0,5421.27843179,0.0,1.0,899
Entertainment,0.0,6.0,3750.17982511,0.0,0.0,902
Business,1.0,10.0,3710.37515837,0.0,0.0,925
Entertainment,1.0,1.0,3791.18056643,0.0,0.0,1100
Social Media,0.0,7.0,3163.25583317,0.0,0.0,1800
Technology,1.0,6.0,3028.34738675,1.0,0.0,2000
Technology,1.0,6.0,2752.25628911,1.0,0.0,835
Business,1.0,3.0,2170.36173028,0.0,0.0,469
Technology,1.0,8.0,3638.69144154,1.0,0.0,5200
Entertainment,26.0,33.0,3776.97615253,0.0,0.0,2500
Entertainment,14.0,18.0,3329.92081123,0.0,0.0,485
Technology,1.0,7.0,2245.91529065,1.0,0.0,695
Other,8.0,16.0,3703.38033994,0.0,1.0,8800
Other,10.0,16.0,4372.6088282,0.0,1.0,791
World,1.0,7.0,2293.22204046,0.0,0.0,958
Business,1.0,5.0,2446.38105031,0.0,0.0,913
World,21.0,25.0,2175.9460375,0.0,0.0,434
Other,20.0,6.0,2229.77267475,0.0,1.0,1500
Other,10.0,13.0,3902.48022376,0.0,1.0,875
World,1.0,10.0,2642.4570423,0.0,0.0,1300
World,1.0,6.0,2625.0867761,0.0,0.0,501
World,14.0,45.0,2478.67569026,0.0,0.0,902
Other,3.0,7.0,4071.20037349,0.0,1.0,4200
Business,1.0,9.0,4574.66024679,0.0,0.0,1500
Other,1.0,11.0,4195.49033595,0.0,1.0,1400
World,1.0,4.0,3200.22212024,0.0,0.0,1100
Business,0.0,1.0,3908.91584657,0.0,0.0,1900
Entertainment,11.0,30.0,2900.09393871,0.0,0.0,964
Technology,1.0,6.0,2567.61858789,1.0,0.0,3300
Entertainment,14.0,28.0,2246.11260393,0.0,0.0,1200
Lifestyle,1.0,10.0,3236.7750208,0.0,0.0,994
World,1.0,12.0,2360.21888204,0.0,0.0,457
Other,10.0,37.0,5119.23631414,0.0,1.0,6700
Social Media,1.0,6.0,2506.05649207,0.0,0.0,1500
Business,1.0,15.0,4550.16661661,0.0,0.0,3300
Social Media,1.0,4.0,3432.166317,0.0,0.0,712
Technology,1.0,10.0,2659.37613739,1.0,0.0,1500
Entertainment,11.0,14.0,2855.88538997,0.0,0.0,940
Other,16.0,16.0,4655.81477182,0.0,1.0,2400
Social Media,11.0,20.0,4417.75294285,0.0,0.0,15200
Technology,1.0,7.0,2854.22044961,1.0,0.0,3200
Social Media,1.0,14.0,4958.76499934,0.0,0.0,8200
Social Media,1.0,4.0,4996.00524146,0.0,0.0,8200
World,1.0,7.0,2012.6248144,0.0,0.0,486
Entertainment,13.0,17.0,2315.82749475,0.0,0.0,585
World,1.0,4.0,3285.85360059,0.0,0.0,701
Technology,1.0,8.0,3164.78137711,1.0,0.0,4100
Entertainment,11.0,187.0,3793.57080648,0.0,0.0,5400
Lifestyle,1.0,6.0,2626.74319493,0.0,0.0,959
Business,1.0,5.0,2365.95799915,0.0,0.0,1300
